,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lam_rotated_[919],-0.028,1.009,-1.62,1.678,0.009,0.012,11435.0,6067.0,1.0
lam_rotated_[920],-0.135,1.015,-1.737,1.594,0.01,0.011,10640.0,6259.0,1.0
lam_rotated_[921],-0.095,1.0,-1.74,1.535,0.01,0.012,9354.0,5401.0,1.0
lam_rotated_[922],-0.095,1.014,-1.793,1.543,0.01,0.012,10951.0,5495.0,1.0
lam_rotated_[923],-0.103,1.021,-1.856,1.498,0.01,0.012,10619.0,5982.0,1.0
lam_rotated_[924],-0.096,1.006,-1.808,1.506,0.01,0.012,10455.0,6075.0,1.0
lam_rotated_[925],-0.094,1.0,-1.783,1.563,0.009,0.012,11805.0,5710.0,1.0
lam_rotated_[926],-0.11,0.983,-1.714,1.486,0.009,0.012,11446.0,6067.0,1.0
lam_rotated_[927],-0.099,0.983,-1.742,1.471,0.01,0.011,10516.0,6113.0,1.0
lam_rotated_[928],-0.097,0.992,-1.72,1.516,0.009,0.011,10983.0,6461.0,1.0
lam_rotated_[929],-0.116,1.002,-1.71,1.567,0.01,0.011,10048.0,6080.0,1.0
lam_rotated_[930],-0.101,0.992,-1.781,1.458,0.01,0.011,9864.0,5515.0,1.0
lam_rotated_[931],-0.099,1.004,-1.816,1.474,0.01,0.012,10633.0,5857.0,1.0
lam_rotated_[932],-0.099,1.022,-1.87,1.476,0.01,0.012,10659.0,5985.0,1.0
lam_rotated_[933],-0.078,1.024,-1.81,1.561,0.01,0.012,10685.0,5555.0,1.0
lam_rotated_[934],-0.082,0.977,-1.699,1.521,0.009,0.011,11433.0,6106.0,1.0
lam_rotated_[935],-0.043,0.999,-1.715,1.571,0.01,0.012,10793.0,5414.0,1.0
lam_rotated_[936],-0.061,0.992,-1.602,1.626,0.01,0.012,10264.0,5560.0,1.0
lam_rotated_[937],-0.007,0.982,-1.657,1.575,0.009,0.011,11084.0,6054.0,1.0
lam_rotated_[938],0.15,1.008,-1.494,1.791,0.011,0.012,8813.0,5833.0,1.0
lam_rotated_[939],0.284,0.952,-1.231,1.855,0.01,0.01,9259.0,5843.0,1.0
lam_rotated_[940],0.385,0.957,-1.135,2.006,0.01,0.01,9465.0,5862.0,1.0
lam_rotated_[941],0.3,0.967,-1.274,1.886,0.009,0.01,10508.0,5824.0,1.0
lam_rotated_[942],0.13,0.975,-1.45,1.762,0.01,0.011,9729.0,6119.0,1.0
lam_rotated_[943],-0.021,0.995,-1.609,1.63,0.009,0.012,11043.0,5960.0,1.0
lam_rotated_[944],-0.114,1.004,-1.831,1.446,0.01,0.012,10679.0,5744.0,1.0
lam_rotated_[945],-0.091,1.009,-1.745,1.602,0.01,0.012,10034.0,5646.0,1.0
lam_rotated_[946],-0.103,0.998,-1.814,1.471,0.01,0.011,9720.0,5909.0,1.0
lam_rotated_[947],-0.105,1.009,-1.779,1.505,0.01,0.012,10142.0,5174.0,1.0
lam_rotated_[948],-0.093,0.971,-1.677,1.486,0.009,0.011,11086.0,6223.0,1.0
lam_rotated_[949],-0.102,0.991,-1.704,1.547,0.01,0.012,9914.0,5717.0,1.0
lam_rotated_[950],-0.098,0.987,-1.717,1.527,0.01,0.012,9962.0,5965.0,1.0
lam_rotated_[951],-0.089,0.977,-1.737,1.462,0.009,0.011,10956.0,6228.0,1.0
lam_rotated_[952],-0.111,0.993,-1.736,1.534,0.009,0.012,12131.0,6021.0,1.0
lam_rotated_[953],-0.11,1.007,-1.816,1.502,0.01,0.012,10657.0,5518.0,1.0
lam_rotated_[954],-0.085,0.996,-1.714,1.526,0.01,0.012,10957.0,5700.0,1.0
lam_rotated_[955],-0.092,1.014,-1.704,1.595,0.01,0.012,10096.0,5809.0,1.0
lam_rotated_[956],-0.088,0.998,-1.699,1.569,0.009,0.012,12423.0,5594.0,1.0
lam_rotated_[957],-0.075,0.987,-1.637,1.587,0.01,0.011,10002.0,5714.0,1.0
lam_rotated_[958],-0.067,1.004,-1.785,1.548,0.01,0.012,9772.0,5372.0,1.0
lam_rotated_[959],-0.03,0.993,-1.625,1.641,0.01,0.012,10561.0,6176.0,1.0
lam_rotated_[960],-0.132,1.007,-1.728,1.562,0.01,0.012,11035.0,6074.0,1.0
lam_rotated_[961],-0.121,1.021,-1.78,1.537,0.01,0.011,10564.0,6277.0,1.0
lam_rotated_[962],-0.099,1.006,-1.739,1.556,0.01,0.012,10710.0,5781.0,1.0
lam_rotated_[963],-0.099,0.999,-1.828,1.5,0.01,0.012,9640.0,5688.0,1.0
lam_rotated_[964],-0.115,1.011,-1.757,1.556,0.01,0.012,9807.0,5742.0,1.0
lam_rotated_[965],-0.098,0.983,-1.735,1.486,0.009,0.011,10817.0,6417.0,1.0
lam_rotated_[966],-0.089,1.031,-1.763,1.599,0.01,0.012,10992.0,5434.0,1.0
lam_rotated_[967],-0.109,1.003,-1.847,1.443,0.01,0.012,9533.0,6058.0,1.0
lam_rotated_[968],-0.111,0.994,-1.642,1.614,0.01,0.012,10266.0,5684.0,1.0
lam_rotated_[969],-0.099,1.001,-1.892,1.422,0.01,0.012,11051.0,5807.0,1.0
lam_rotated_[970],-0.09,0.995,-1.647,1.63,0.009,0.012,11322.0,5903.0,1.0
lam_rotated_[971],-0.091,0.992,-1.771,1.493,0.01,0.012,10299.0,5737.0,1.0
lam_rotated_[972],-0.069,0.992,-1.673,1.578,0.01,0.011,10591.0,5910.0,1.0
lam_rotated_[973],-0.064,1.018,-1.764,1.558,0.01,0.012,10123.0,6019.0,1.0
lam_rotated_[974],-0.021,0.986,-1.648,1.593,0.009,0.011,11513.0,6008.0,1.0
lam_rotated_[975],-0.007,0.973,-1.567,1.63,0.01,0.011,9802.0,5798.0,1.0
lam_rotated_[976],0.019,0.977,-1.578,1.596,0.01,0.011,10576.0,5982.0,1.0
lam_rotated_[977],0.125,0.999,-1.539,1.741,0.01,0.011,9407.0,6199.0,1.0
lam_rotated_[978],0.3,0.973,-1.244,1.953,0.01,0.01,9364.0,6012.0,1.0
lam_rotated_[979],0.418,0.966,-1.181,1.975,0.01,0.01,10232.0,5896.0,1.0
lam_rotated_[980],0.378,0.949,-1.183,1.93,0.009,0.01,10106.0,6006.0,1.0
lam_rotated_[981],0.23,0.991,-1.336,1.935,0.01,0.011,9284.0,6110.0,1.0
lam_rotated_[982],0.05,0.981,-1.662,1.579,0.009,0.012,11389.0,6219.0,1.0
lam_rotated_[983],-0.065,0.994,-1.648,1.589,0.009,0.012,11311.0,5906.0,1.0
lam_rotated_[984],-0.12,0.992,-1.84,1.444,0.01,0.011,9170.0,5792.0,1.0
lam_rotated_[985],-0.102,1.003,-1.746,1.568,0.01,0.012,10240.0,5466.0,1.0
lam_rotated_[986],-0.102,0.992,-1.688,1.557,0.009,0.012,10963.0,6020.0,1.0
lam_rotated_[987],-0.096,1.011,-1.722,1.582,0.01,0.012,10804.0,5748.0,1.0
lam_rotated_[988],-0.098,1.002,-1.767,1.507,0.009,0.012,11229.0,6104.0,1.0
lam_rotated_[989],-0.098,1.0,-1.775,1.505,0.009,0.013,12007.0,5303.0,1.0
lam_rotated_[990],-0.084,0.991,-1.725,1.518,0.01,0.011,9541.0,6052.0,1.0
lam_rotated_[991],-0.11,1.019,-1.762,1.563,0.01,0.013,11042.0,5523.0,1.0
lam_rotated_[992],-0.111,1.004,-1.734,1.56,0.01,0.012,10541.0,6062.0,1.0
lam_rotated_[993],-0.094,0.991,-1.694,1.574,0.01,0.012,10609.0,6174.0,1.0
lam_rotated_[994],-0.114,1.0,-1.815,1.465,0.01,0.013,10124.0,5739.0,1.0
lam_rotated_[995],-0.093,1.002,-1.741,1.54,0.01,0.012,10907.0,5986.0,1.0
lam_rotated_[996],-0.097,0.986,-1.707,1.518,0.01,0.012,10533.0,6305.0,1.0
lam_rotated_[997],-0.099,1.009,-1.72,1.569,0.009,0.012,11425.0,6022.0,1.0
lam_rotated_[998],-0.058,1.0,-1.673,1.61,0.01,0.012,10513.0,5406.0,1.0
lam_rotated_[999],-0.02,0.991,-1.66,1.597,0.01,0.012,10513.0,5899.0,1.0
lam_rotated_[1000],-0.125,1.0,-1.815,1.474,0.01,0.013,10701.0,4953.0,1.0
lam_rotated_[1001],-0.115,0.993,-1.712,1.525,0.01,0.012,9934.0,5478.0,1.0
lam_rotated_[1002],-0.104,0.978,-1.674,1.55,0.01,0.011,10088.0,6096.0,1.0
lam_rotated_[1003],-0.097,0.977,-1.705,1.51,0.01,0.011,9442.0,5992.0,1.0
lam_rotated_[1004],-0.107,1.002,-1.74,1.532,0.009,0.013,11400.0,6050.0,1.0
lam_rotated_[1005],-0.096,0.981,-1.734,1.477,0.01,0.012,10307.0,6065.0,1.0
lam_rotated_[1006],-0.103,0.992,-1.686,1.599,0.009,0.012,11603.0,6457.0,1.0
lam_rotated_[1007],-0.114,0.988,-1.698,1.529,0.01,0.011,10685.0,6187.0,1.0
lam_rotated_[1008],-0.084,1.0,-1.679,1.582,0.01,0.012,10317.0,5973.0,1.0
lam_rotated_[1009],-0.089,1.007,-1.773,1.519,0.01,0.012,10633.0,5456.0,1.0
lam_rotated_[1010],-0.098,1.003,-1.79,1.511,0.01,0.011,9719.0,6301.0,1.0
lam_rotated_[1011],-0.068,0.995,-1.644,1.614,0.01,0.011,10568.0,6177.0,1.0
lam_rotated_[1012],-0.018,0.995,-1.597,1.652,0.01,0.011,9725.0,6235.0,1.0
lam_rotated_[1013],0.003,1.011,-1.563,1.757,0.01,0.012,10211.0,6157.0,1.0
lam_rotated_[1014],0.052,1.0,-1.509,1.75,0.01,0.011,9375.0,5656.0,1.0
lam_rotated_[1015],0.068,0.98,-1.545,1.674,0.01,0.011,10393.0,6326.0,1.0
lam_rotated_[1016],0.084,1.013,-1.563,1.772,0.01,0.012,9659.0,6120.0,1.0
lam_rotated_[1017],0.281,0.99,-1.375,1.89,0.01,0.011,9456.0,5462.0,1.0
lam_rotated_[1018],0.511,0.96,-1.051,2.102,0.009,0.009,10679.0,6117.0,1.0
lam_rotated_[1019],0.542,0.946,-1.004,2.065,0.009,0.01,10057.0,6281.0,1.0
lam_rotated_[1020],0.39,0.961,-1.227,1.942,0.01,0.01,9664.0,5915.0,1.0
lam_rotated_[1021],0.279,0.975,-1.43,1.784,0.01,0.012,10236.0,5839.0,1.0
lam_rotated_[1022],0.078,0.979,-1.505,1.682,0.01,0.011,10097.0,5672.0,1.0
lam_rotated_[1023],-0.074,1.019,-1.805,1.5,0.01,0.012,10485.0,6205.0,1.0
lam_rotated_[1024],-0.11,0.994,-1.718,1.538,0.01,0.012,9727.0,5627.0,1.0
lam_rotated_[1025],-0.1,1.012,-1.755,1.58,0.01,0.012,11290.0,5641.0,1.0
lam_rotated_[1026],-0.104,0.995,-1.711,1.565,0.01,0.011,10387.0,6105.0,1.0
lam_rotated_[1027],-0.087,0.998,-1.705,1.557,0.01,0.011,10835.0,6033.0,1.0
lam_rotated_[1028],-0.104,0.999,-1.73,1.547,0.009,0.012,11480.0,5699.0,1.0
lam_rotated_[1029],-0.103,1.012,-1.833,1.499,0.01,0.011,10664.0,6202.0,1.0
lam_rotated_[1030],-0.111,0.995,-1.726,1.51,0.01,0.011,10159.0,6128.0,1.0
lam_rotated_[1031],-0.101,0.997,-1.745,1.536,0.01,0.012,10292.0,5931.0,1.0
lam_rotated_[1032],-0.097,1.002,-1.72,1.55,0.01,0.011,9642.0,6547.0,1.0
lam_rotated_[1033],-0.108,1.003,-1.887,1.409,0.01,0.012,10870.0,5890.0,1.0
lam_rotated_[1034],-0.096,0.997,-1.725,1.557,0.01,0.012,9866.0,5327.0,1.0
lam_rotated_[1035],-0.094,1.0,-1.726,1.598,0.01,0.012,9914.0,5815.0,1.0
lam_rotated_[1036],-0.088,0.993,-1.658,1.604,0.01,0.012,10095.0,5951.0,1.0
lam_rotated_[1037],-0.101,1.011,-1.726,1.542,0.009,0.012,11458.0,6132.0,1.0
lam_rotated_[1038],-0.072,0.999,-1.701,1.576,0.01,0.013,10286.0,5940.0,1.0
lam_rotated_[1039],-0.033,0.983,-1.646,1.589,0.009,0.011,10783.0,5770.0,1.0
lam_rotated_[1040],-0.126,0.996,-1.815,1.435,0.01,0.012,10900.0,6307.0,1.0
lam_rotated_[1041],-0.091,0.989,-1.676,1.549,0.009,0.012,11629.0,5668.0,1.0
lam_rotated_[1042],-0.097,1.003,-1.714,1.539,0.009,0.013,11163.0,5846.0,1.0
lam_rotated_[1043],-0.096,0.992,-1.732,1.523,0.01,0.012,9830.0,5536.0,1.0
lam_rotated_[1044],-0.091,0.986,-1.714,1.515,0.009,0.012,10758.0,5509.0,1.0
lam_rotated_[1045],-0.094,1.013,-1.812,1.507,0.01,0.012,11232.0,5991.0,1.0
lam_rotated_[1046],-0.087,1.015,-1.731,1.584,0.01,0.011,9989.0,6159.0,1.0
lam_rotated_[1047],-0.114,1.005,-1.713,1.583,0.01,0.012,10897.0,5995.0,1.0
lam_rotated_[1048],-0.106,1.017,-1.783,1.543,0.01,0.012,11036.0,6031.0,1.0
lam_rotated_[1049],-0.093,0.989,-1.818,1.472,0.01,0.011,10473.0,6155.0,1.0
lam_rotated_[1050],-0.065,1.004,-1.741,1.541,0.01,0.011,10790.0,6102.0,1.0
lam_rotated_[1051],-0.003,1.001,-1.689,1.622,0.009,0.012,12684.0,5881.0,1.0
lam_rotated_[1052],0.075,0.992,-1.521,1.738,0.01,0.011,10524.0,6382.0,1.0
lam_rotated_[1053],0.154,0.994,-1.418,1.815,0.01,0.013,8998.0,5249.0,1.0
lam_rotated_[1054],0.242,0.978,-1.364,1.824,0.01,0.011,9710.0,6094.0,1.0
lam_rotated_[1055],0.196,0.99,-1.468,1.78,0.01,0.011,10734.0,5402.0,1.0
lam_rotated_[1056],0.202,0.984,-1.38,1.854,0.01,0.011,9883.0,5977.0,1.0
lam_rotated_[1057],0.378,0.991,-1.208,2.059,0.01,0.011,10313.0,6154.0,1.0
lam_rotated_[1058],0.552,0.936,-1.001,2.056,0.01,0.009,9119.0,6143.0,1.0
lam_rotated_[1059],0.486,0.962,-1.011,2.127,0.01,0.01,8636.0,6098.0,1.0
lam_rotated_[1060],0.336,0.983,-1.213,2.011,0.01,0.011,9669.0,5434.0,1.0
lam_rotated_[1061],0.289,0.97,-1.253,1.895,0.009,0.011,10966.0,5973.0,1.0
lam_rotated_[1062],0.123,0.976,-1.539,1.642,0.01,0.011,10259.0,6006.0,1.0
lam_rotated_[1063],-0.084,0.976,-1.727,1.494,0.01,0.011,9518.0,6056.0,1.0
lam_rotated_[1064],-0.113,1.018,-1.784,1.58,0.01,0.012,10487.0,5636.0,1.0
lam_rotated_[1065],-0.097,1.008,-1.878,1.438,0.01,0.012,10763.0,6081.0,1.0
lam_rotated_[1066],-0.093,1.006,-1.722,1.557,0.009,0.012,11989.0,5780.0,1.0
lam_rotated_[1067],-0.099,1.005,-1.739,1.537,0.01,0.011,10490.0,6074.0,1.0
lam_rotated_[1068],-0.091,1.008,-1.759,1.529,0.01,0.012,10810.0,5735.0,1.0
lam_rotated_[1069],-0.078,0.996,-1.741,1.523,0.01,0.012,10344.0,5835.0,1.0
lam_rotated_[1070],-0.114,0.983,-1.723,1.501,0.01,0.011,10461.0,6038.0,1.0
lam_rotated_[1071],-0.107,1.002,-1.66,1.659,0.01,0.011,10986.0,6533.0,1.0
lam_rotated_[1072],-0.086,1.019,-1.761,1.601,0.01,0.012,11153.0,5908.0,1.0
lam_rotated_[1073],-0.116,1.005,-1.804,1.475,0.01,0.012,10757.0,5646.0,1.0
lam_rotated_[1074],-0.082,0.987,-1.731,1.528,0.009,0.011,10952.0,6246.0,1.0
lam_rotated_[1075],-0.103,0.995,-1.719,1.558,0.009,0.011,10969.0,5726.0,1.0
lam_rotated_[1076],-0.085,1.009,-1.793,1.518,0.009,0.012,12051.0,6532.0,1.0
lam_rotated_[1077],-0.094,0.988,-1.674,1.543,0.01,0.011,10207.0,6125.0,1.0
lam_rotated_[1078],-0.045,1.003,-1.69,1.602,0.009,0.012,11907.0,6078.0,1.0
lam_rotated_[1079],-0.024,0.992,-1.709,1.556,0.01,0.012,10453.0,5916.0,1.0
lam_rotated_[1080],-0.113,0.997,-1.721,1.549,0.01,0.012,10659.0,5725.0,1.0
lam_rotated_[1081],-0.093,0.991,-1.658,1.621,0.01,0.011,9265.0,6103.0,1.0
lam_rotated_[1082],-0.116,0.988,-1.759,1.47,0.01,0.012,10293.0,6006.0,1.0
lam_rotated_[1083],-0.105,0.991,-1.765,1.458,0.01,0.011,10593.0,5894.0,1.0
lam_rotated_[1084],-0.089,0.992,-1.71,1.561,0.01,0.012,9899.0,5564.0,1.0
lam_rotated_[1085],-0.104,1.01,-1.761,1.528,0.01,0.011,10485.0,5859.0,1.0
lam_rotated_[1086],-0.107,0.997,-1.708,1.558,0.01,0.011,10091.0,5842.0,1.0
lam_rotated_[1087],-0.092,0.987,-1.79,1.464,0.01,0.011,10110.0,6024.0,1.0
lam_rotated_[1088],-0.092,0.992,-1.794,1.442,0.01,0.012,10398.0,5715.0,1.0
lam_rotated_[1089],-0.051,0.99,-1.647,1.571,0.01,0.011,9955.0,6360.0,1.0
lam_rotated_[1090],-0.025,1.004,-1.707,1.582,0.01,0.012,10868.0,5835.0,1.0
lam_rotated_[1091],0.107,0.995,-1.581,1.685,0.01,0.012,9602.0,5441.0,1.0
lam_rotated_[1092],0.249,0.986,-1.32,1.868,0.011,0.012,8749.0,5768.0,1.0
lam_rotated_[1093],0.36,0.978,-1.197,1.978,0.01,0.01,9573.0,6089.0,1.0
lam_rotated_[1094],0.442,0.955,-1.085,2.026,0.01,0.009,9643.0,6408.0,1.0
lam_rotated_[1095],0.369,0.955,-1.069,2.055,0.009,0.01,10469.0,6270.0,1.0
lam_rotated_[1096],0.275,0.978,-1.288,1.889,0.01,0.011,9672.0,5925.0,1.0
lam_rotated_[1097],0.372,0.954,-1.245,1.874,0.01,0.01,9464.0,5854.0,1.0
lam_rotated_[1098],0.412,0.964,-1.179,1.951,0.01,0.01,9651.0,6205.0,1.0
lam_rotated_[1099],0.289,0.977,-1.316,1.885,0.009,0.011,11023.0,5830.0,1.0
lam_rotated_[1100],0.239,0.987,-1.384,1.84,0.01,0.01,10318.0,6331.0,1.0
lam_rotated_[1101],0.276,0.964,-1.274,1.87,0.009,0.01,11097.0,6567.0,1.0
lam_rotated_[1102],0.116,0.977,-1.512,1.707,0.01,0.011,10167.0,6022.0,1.0
lam_rotated_[1103],-0.078,0.995,-1.644,1.578,0.01,0.012,10355.0,5733.0,1.0
lam_rotated_[1104],-0.094,0.977,-1.748,1.481,0.01,0.011,9330.0,5723.0,1.0
lam_rotated_[1105],-0.089,0.998,-1.795,1.468,0.01,0.011,9595.0,6110.0,1.0
lam_rotated_[1106],-0.087,1.007,-1.725,1.572,0.01,0.012,10540.0,5425.0,1.0
lam_rotated_[1107],-0.09,1.012,-1.745,1.565,0.01,0.012,10725.0,5635.0,1.0
lam_rotated_[1108],-0.103,0.996,-1.773,1.486,0.01,0.011,9697.0,6072.0,1.0
lam_rotated_[1109],-0.082,1.015,-1.682,1.652,0.01,0.012,11086.0,6030.0,1.0
lam_rotated_[1110],-0.109,1.016,-1.754,1.582,0.01,0.013,11362.0,5438.0,1.0
lam_rotated_[1111],-0.104,0.984,-1.748,1.454,0.01,0.011,10574.0,6270.0,1.0
lam_rotated_[1112],-0.092,0.998,-1.752,1.556,0.01,0.011,9896.0,6097.0,1.0
lam_rotated_[1113],-0.117,1.001,-1.749,1.544,0.01,0.012,10574.0,5955.0,1.0
lam_rotated_[1114],-0.078,0.996,-1.717,1.556,0.01,0.011,9981.0,5483.0,1.0
lam_rotated_[1115],-0.083,0.991,-1.694,1.566,0.009,0.012,11300.0,6226.0,1.0
lam_rotated_[1116],-0.093,1.022,-1.814,1.562,0.01,0.012,11363.0,5622.0,1.0
lam_rotated_[1117],-0.081,1.011,-1.783,1.538,0.01,0.012,10755.0,5834.0,1.0
lam_rotated_[1118],-0.04,1.013,-1.681,1.624,0.009,0.011,11515.0,6555.0,1.0
lam_rotated_[1119],-0.013,0.996,-1.685,1.581,0.01,0.012,10843.0,5650.0,1.0
lam_rotated_[1120],-0.115,1.002,-1.732,1.561,0.009,0.012,11325.0,5843.0,1.0
lam_rotated_[1121],-0.103,0.997,-1.765,1.508,0.01,0.011,10318.0,6048.0,1.0
lam_rotated_[1122],-0.104,0.998,-1.815,1.486,0.009,0.012,11412.0,5814.0,1.0
lam_rotated_[1123],-0.092,0.984,-1.708,1.528,0.01,0.011,10130.0,6243.0,1.0
lam_rotated_[1124],-0.098,1.019,-1.742,1.595,0.01,0.012,11092.0,5765.0,1.0
lam_rotated_[1125],-0.089,1.01,-1.854,1.452,0.009,0.012,11621.0,6138.0,1.0
lam_rotated_[1126],-0.087,1.004,-1.704,1.58,0.01,0.011,10437.0,5738.0,1.0
lam_rotated_[1127],-0.09,0.998,-1.725,1.528,0.009,0.012,11085.0,5897.0,1.0
lam_rotated_[1128],-0.07,0.978,-1.678,1.544,0.01,0.011,10420.0,5451.0,1.0
lam_rotated_[1129],-0.059,0.992,-1.644,1.604,0.01,0.012,10263.0,6158.0,1.0
lam_rotated_[1130],0.021,1.002,-1.641,1.656,0.01,0.011,9605.0,6082.0,1.0
lam_rotated_[1131],0.215,0.991,-1.415,1.828,0.01,0.012,9141.0,5289.0,1.0
lam_rotated_[1132],0.4,0.947,-1.173,1.929,0.009,0.01,10728.0,6287.0,1.0
lam_rotated_[1133],0.456,0.967,-1.058,2.112,0.009,0.01,10643.0,5650.0,1.0
lam_rotated_[1134],0.424,0.966,-1.105,2.106,0.01,0.01,10242.0,5718.0,1.0
lam_rotated_[1135],0.396,0.977,-1.268,1.899,0.01,0.012,9397.0,5537.0,1.0
lam_rotated_[1136],0.351,0.972,-1.275,1.908,0.01,0.01,10236.0,6112.0,1.0
lam_rotated_[1137],0.38,0.966,-1.228,1.925,0.01,0.011,10101.0,5876.0,1.0
lam_rotated_[1138],0.317,0.963,-1.289,1.862,0.009,0.01,11134.0,6056.0,1.0
lam_rotated_[1139],0.273,0.982,-1.356,1.882,0.01,0.011,10377.0,5312.0,1.0
lam_rotated_[1140],0.304,0.99,-1.326,1.902,0.01,0.012,10213.0,5633.0,1.0
lam_rotated_[1141],0.254,0.992,-1.307,1.933,0.01,0.011,9697.0,5663.0,1.0
lam_rotated_[1142],0.066,0.979,-1.573,1.626,0.009,0.012,11120.0,5714.0,1.0
lam_rotated_[1143],-0.061,0.994,-1.683,1.554,0.009,0.011,11639.0,6108.0,1.0
lam_rotated_[1144],-0.095,1.004,-1.783,1.528,0.01,0.012,9908.0,5822.0,1.0
lam_rotated_[1145],-0.102,0.989,-1.749,1.54,0.01,0.012,10522.0,5435.0,1.0
lam_rotated_[1146],-0.1,1.022,-1.713,1.63,0.011,0.012,9229.0,5727.0,1.0
lam_rotated_[1147],-0.086,0.988,-1.719,1.527,0.01,0.012,9882.0,5504.0,1.0
lam_rotated_[1148],-0.097,1.019,-1.72,1.637,0.01,0.012,10933.0,5958.0,1.0
lam_rotated_[1149],-0.112,0.993,-1.747,1.51,0.009,0.012,11174.0,5712.0,1.0
lam_rotated_[1150],-0.107,0.995,-1.706,1.532,0.01,0.012,9434.0,5119.0,1.0
lam_rotated_[1151],-0.1,1.006,-1.671,1.628,0.01,0.012,10578.0,6045.0,1.0
lam_rotated_[1152],-0.098,0.993,-1.7,1.534,0.01,0.012,9428.0,5767.0,1.0
lam_rotated_[1153],-0.1,0.994,-1.713,1.582,0.009,0.013,11334.0,5907.0,1.0
lam_rotated_[1154],-0.088,1.002,-1.726,1.545,0.01,0.011,10171.0,6279.0,1.0
lam_rotated_[1155],-0.091,1.008,-1.817,1.522,0.01,0.012,9991.0,5736.0,1.0
lam_rotated_[1156],-0.104,1.016,-1.805,1.526,0.009,0.012,11957.0,6115.0,1.0
lam_rotated_[1157],-0.079,0.973,-1.633,1.57,0.009,0.011,12062.0,6427.0,1.0
lam_rotated_[1158],-0.069,0.995,-1.668,1.605,0.01,0.012,10860.0,5672.0,1.0
lam_rotated_[1159],-0.028,0.999,-1.573,1.684,0.01,0.011,10336.0,6207.0,1.0
lam_rotated_[1160],-0.125,1.006,-1.813,1.471,0.01,0.012,9657.0,5677.0,1.0
lam_rotated_[1161],-0.114,1.002,-1.749,1.546,0.009,0.012,11542.0,5931.0,1.0
lam_rotated_[1162],-0.104,1.012,-1.714,1.615,0.009,0.011,11917.0,6149.0,1.0
lam_rotated_[1163],-0.113,1.004,-1.78,1.503,0.009,0.012,11392.0,6008.0,1.0
lam_rotated_[1164],-0.109,1.01,-1.778,1.525,0.01,0.012,9707.0,5639.0,1.0
lam_rotated_[1165],-0.104,1.018,-1.761,1.586,0.01,0.012,10279.0,5988.0,1.0
lam_rotated_[1166],-0.094,0.976,-1.733,1.483,0.01,0.011,9579.0,6025.0,1.0
lam_rotated_[1167],-0.054,0.989,-1.664,1.613,0.009,0.012,11397.0,6353.0,1.0
lam_rotated_[1168],-0.051,1.009,-1.775,1.541,0.01,0.012,10872.0,5888.0,1.0
lam_rotated_[1169],0.008,0.979,-1.503,1.725,0.01,0.011,10550.0,5829.0,1.0
lam_rotated_[1170],0.09,0.995,-1.566,1.718,0.01,0.011,9884.0,6144.0,1.0
lam_rotated_[1171],0.244,0.965,-1.338,1.817,0.01,0.011,10269.0,5593.0,1.0
lam_rotated_[1172],0.355,0.967,-1.269,1.918,0.01,0.01,9715.0,6357.0,1.0
lam_rotated_[1173],0.321,0.957,-1.27,1.89,0.01,0.01,9632.0,5818.0,1.0
lam_rotated_[1174],0.248,0.954,-1.308,1.824,0.009,0.011,10751.0,6015.0,1.0
lam_rotated_[1175],0.243,0.999,-1.435,1.866,0.01,0.011,10274.0,6043.0,1.0
lam_rotated_[1176],0.303,0.963,-1.312,1.855,0.01,0.011,9993.0,5678.0,1.0
lam_rotated_[1177],0.403,0.959,-1.132,1.999,0.01,0.01,9286.0,6171.0,1.0
lam_rotated_[1178],0.417,0.953,-1.174,1.927,0.009,0.01,10723.0,6372.0,1.0
lam_rotated_[1179],0.378,0.984,-1.25,1.938,0.01,0.01,10074.0,5871.0,1.0
lam_rotated_[1180],0.333,0.968,-1.154,2.033,0.01,0.01,9826.0,6087.0,1.0
lam_rotated_[1181],0.167,0.977,-1.403,1.794,0.01,0.011,10089.0,5880.0,1.0
lam_rotated_[1182],-0.056,0.999,-1.687,1.581,0.01,0.012,10569.0,5961.0,1.0
lam_rotated_[1183],-0.083,0.993,-1.739,1.492,0.009,0.012,11683.0,5897.0,1.0
lam_rotated_[1184],-0.107,0.994,-1.678,1.575,0.01,0.011,10358.0,5936.0,1.0
lam_rotated_[1185],-0.081,0.996,-1.707,1.541,0.01,0.012,10604.0,5870.0,1.0
lam_rotated_[1186],-0.098,0.989,-1.76,1.491,0.01,0.011,10441.0,6053.0,1.0
lam_rotated_[1187],-0.101,1.019,-1.813,1.538,0.01,0.012,11114.0,5701.0,1.0
lam_rotated_[1188],-0.09,0.996,-1.824,1.449,0.01,0.012,10674.0,5539.0,1.0
lam_rotated_[1189],-0.102,1.021,-1.746,1.593,0.01,0.012,11226.0,5721.0,1.0
lam_rotated_[1190],-0.108,1.008,-1.812,1.492,0.009,0.012,12053.0,6035.0,1.0
lam_rotated_[1191],-0.083,1.01,-1.82,1.527,0.01,0.012,9691.0,5956.0,1.0
lam_rotated_[1192],-0.106,0.98,-1.719,1.491,0.01,0.011,9667.0,6411.0,1.0
lam_rotated_[1193],-0.091,1.011,-1.78,1.557,0.01,0.012,10919.0,5714.0,1.0
lam_rotated_[1194],-0.08,1.009,-1.749,1.543,0.01,0.012,10337.0,5304.0,1.0
