,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
lam_rotated_[0],-0.147,0.993,-1.84,1.436,0.01,0.011,10392.0,5882.0,1.0
lam_rotated_[1],-0.148,1.001,-1.794,1.479,0.01,0.012,10571.0,5727.0,1.0
lam_rotated_[2],-0.142,0.998,-1.779,1.453,0.01,0.011,9656.0,6466.0,1.0
lam_rotated_[3],-0.111,1.011,-1.719,1.592,0.01,0.011,10288.0,6060.0,1.0
lam_rotated_[4],-0.132,0.993,-1.764,1.495,0.01,0.011,10693.0,6146.0,1.0
lam_rotated_[5],-0.139,1.016,-1.837,1.485,0.01,0.012,11389.0,5892.0,1.0
lam_rotated_[6],-0.137,0.983,-1.731,1.461,0.01,0.012,10418.0,5764.0,1.0
lam_rotated_[7],-0.126,0.998,-1.716,1.551,0.01,0.012,10350.0,5738.0,1.0
lam_rotated_[8],-0.099,0.989,-1.724,1.535,0.01,0.012,10363.0,5735.0,1.0
lam_rotated_[9],-0.086,0.967,-1.678,1.523,0.01,0.01,9932.0,6449.0,1.0
lam_rotated_[10],-0.066,0.986,-1.741,1.494,0.01,0.011,9947.0,6356.0,1.0
lam_rotated_[11],-0.076,1.016,-1.729,1.603,0.01,0.012,10116.0,5847.0,1.0
lam_rotated_[12],-0.087,0.994,-1.69,1.563,0.01,0.011,9661.0,5706.0,1.0
lam_rotated_[13],-0.107,0.982,-1.705,1.537,0.01,0.011,9035.0,5589.0,1.0
lam_rotated_[14],-0.117,0.996,-1.673,1.588,0.009,0.012,11290.0,5871.0,1.0
lam_rotated_[15],-0.113,0.998,-1.77,1.485,0.01,0.011,10134.0,6008.0,1.0
lam_rotated_[16],-0.121,0.992,-1.744,1.533,0.01,0.012,10251.0,5853.0,1.0
lam_rotated_[17],-0.107,0.987,-1.781,1.444,0.009,0.012,12353.0,6299.0,1.0
lam_rotated_[18],-0.145,1.004,-1.826,1.477,0.01,0.012,10362.0,6158.0,1.0
lam_rotated_[19],-0.114,1.021,-1.765,1.588,0.01,0.012,10959.0,6330.0,1.0
lam_rotated_[20],-0.112,0.984,-1.775,1.469,0.01,0.011,10270.0,6021.0,1.0
lam_rotated_[21],-0.122,0.996,-1.856,1.424,0.01,0.011,10564.0,6039.0,1.0
lam_rotated_[22],-0.131,1.023,-1.782,1.609,0.01,0.013,11171.0,5679.0,1.0
lam_rotated_[23],-0.108,1.006,-1.75,1.513,0.01,0.012,10199.0,6111.0,1.0
lam_rotated_[24],-0.118,0.998,-1.733,1.48,0.01,0.011,10985.0,6049.0,1.0
lam_rotated_[25],-0.123,0.997,-1.82,1.479,0.01,0.011,10215.0,6142.0,1.0
lam_rotated_[26],-0.122,0.988,-1.736,1.484,0.009,0.011,11475.0,6222.0,1.0
lam_rotated_[27],-0.125,1.011,-1.88,1.437,0.009,0.012,11509.0,5711.0,1.0
lam_rotated_[28],-0.123,0.984,-1.798,1.42,0.009,0.012,10955.0,5217.0,1.0
lam_rotated_[29],-0.14,0.997,-1.795,1.465,0.009,0.012,11616.0,5908.0,1.0
lam_rotated_[30],-0.133,0.982,-1.737,1.49,0.009,0.011,11177.0,6370.0,1.0
lam_rotated_[31],-0.127,0.995,-1.816,1.436,0.009,0.012,11445.0,5843.0,1.0
lam_rotated_[32],-0.118,0.998,-1.704,1.569,0.01,0.011,10096.0,6107.0,1.0
lam_rotated_[33],-0.113,1.001,-1.69,1.564,0.01,0.011,10632.0,6633.0,1.0
lam_rotated_[34],-0.127,0.99,-1.731,1.512,0.009,0.011,10963.0,6121.0,1.0
lam_rotated_[35],-0.111,1.002,-1.759,1.513,0.009,0.012,11114.0,5436.0,1.0
lam_rotated_[36],-0.117,1.016,-1.778,1.563,0.01,0.012,10121.0,5741.0,1.0
lam_rotated_[37],-0.108,0.996,-1.78,1.47,0.01,0.011,10709.0,6191.0,1.0
lam_rotated_[38],-0.081,0.995,-1.785,1.523,0.01,0.011,9563.0,5759.0,1.0
lam_rotated_[39],-0.025,1.006,-1.659,1.663,0.01,0.012,10577.0,5769.0,1.0
lam_rotated_[40],-0.125,1.006,-1.769,1.512,0.01,0.012,10893.0,5888.0,1.0
lam_rotated_[41],-0.125,0.994,-1.751,1.519,0.01,0.011,10070.0,6124.0,1.0
lam_rotated_[42],-0.099,0.999,-1.789,1.532,0.01,0.012,9908.0,6098.0,1.0
lam_rotated_[43],-0.106,1.001,-1.766,1.48,0.01,0.012,11113.0,6175.0,1.0
lam_rotated_[44],-0.105,1.0,-1.814,1.462,0.01,0.011,10280.0,6591.0,1.0
lam_rotated_[45],-0.112,1.002,-1.731,1.56,0.009,0.012,12624.0,5596.0,1.0
lam_rotated_[46],-0.116,1.003,-1.842,1.461,0.01,0.012,9182.0,5707.0,1.0
lam_rotated_[47],-0.088,0.995,-1.655,1.61,0.01,0.012,10301.0,6137.0,1.0
lam_rotated_[48],-0.065,1.006,-1.821,1.478,0.009,0.012,11525.0,5959.0,1.0
lam_rotated_[49],-0.016,0.992,-1.76,1.52,0.009,0.011,11214.0,6480.0,1.0
lam_rotated_[50],0.04,0.979,-1.63,1.589,0.01,0.011,10238.0,5585.0,1.0
lam_rotated_[51],0.014,0.989,-1.547,1.672,0.01,0.011,9850.0,6102.0,1.0
lam_rotated_[52],-0.031,0.98,-1.716,1.507,0.01,0.011,9872.0,6412.0,1.0
lam_rotated_[53],-0.079,1.011,-1.722,1.589,0.01,0.012,10462.0,5840.0,1.0
lam_rotated_[54],-0.108,1.002,-1.866,1.439,0.01,0.011,9773.0,6103.0,1.0
lam_rotated_[55],-0.112,0.98,-1.735,1.498,0.01,0.011,9002.0,5845.0,1.0
lam_rotated_[56],-0.104,1.011,-1.724,1.604,0.01,0.013,10577.0,5567.0,1.0
lam_rotated_[57],-0.104,0.988,-1.824,1.467,0.009,0.011,11338.0,6145.0,1.0
lam_rotated_[58],-0.103,0.998,-1.738,1.517,0.01,0.011,9825.0,6025.0,1.0
lam_rotated_[59],-0.115,0.999,-1.792,1.489,0.009,0.012,11414.0,6034.0,1.0
lam_rotated_[60],-0.092,0.999,-1.723,1.529,0.01,0.012,10659.0,6032.0,1.0
lam_rotated_[61],-0.105,0.994,-1.739,1.49,0.01,0.011,10520.0,6418.0,1.0
lam_rotated_[62],-0.105,0.995,-1.799,1.489,0.009,0.011,11496.0,6231.0,1.0
lam_rotated_[63],-0.115,1.014,-1.711,1.568,0.01,0.011,10208.0,5653.0,1.0
lam_rotated_[64],-0.094,0.998,-1.75,1.528,0.009,0.012,11264.0,5328.0,1.0
lam_rotated_[65],-0.11,0.999,-1.706,1.556,0.01,0.011,10539.0,6138.0,1.0
lam_rotated_[66],-0.109,0.994,-1.677,1.551,0.009,0.011,11089.0,6521.0,1.0
lam_rotated_[67],-0.11,1.003,-1.751,1.531,0.01,0.012,11050.0,5959.0,1.0
lam_rotated_[68],-0.115,0.996,-1.682,1.6,0.01,0.012,10640.0,6078.0,1.0
lam_rotated_[69],-0.099,1.002,-1.707,1.571,0.01,0.012,10519.0,5635.0,1.0
lam_rotated_[70],-0.108,0.991,-1.73,1.483,0.01,0.012,10284.0,6048.0,1.0
lam_rotated_[71],-0.107,0.987,-1.767,1.469,0.01,0.011,10366.0,5955.0,1.0
lam_rotated_[72],-0.122,1.021,-1.739,1.637,0.01,0.012,11112.0,5259.0,1.0
lam_rotated_[73],-0.099,0.999,-1.698,1.572,0.01,0.011,9933.0,6297.0,1.0
lam_rotated_[74],-0.119,0.981,-1.721,1.484,0.009,0.011,11751.0,5999.0,1.0
lam_rotated_[75],-0.089,1.008,-1.74,1.576,0.01,0.013,10726.0,5395.0,1.0
lam_rotated_[76],-0.098,1.015,-1.759,1.538,0.01,0.012,9930.0,5968.0,1.0
lam_rotated_[77],-0.09,0.986,-1.714,1.514,0.009,0.012,11154.0,5997.0,1.0
lam_rotated_[78],-0.065,0.992,-1.709,1.538,0.01,0.012,9851.0,5618.0,1.0
lam_rotated_[79],-0.014,1.011,-1.653,1.686,0.01,0.012,10307.0,5741.0,1.0
lam_rotated_[80],-0.139,0.992,-1.749,1.49,0.01,0.011,10676.0,6051.0,1.0
lam_rotated_[81],-0.111,1.02,-1.814,1.526,0.009,0.012,11867.0,5867.0,1.0
lam_rotated_[82],-0.098,0.989,-1.655,1.585,0.01,0.012,10202.0,5674.0,1.0
lam_rotated_[83],-0.118,0.981,-1.785,1.43,0.009,0.012,10728.0,6081.0,1.0
lam_rotated_[84],-0.118,1.004,-1.773,1.521,0.009,0.012,11416.0,5392.0,1.0
lam_rotated_[85],-0.1,1.002,-1.739,1.561,0.009,0.011,11297.0,6337.0,1.0
lam_rotated_[86],-0.1,0.975,-1.717,1.5,0.009,0.011,11443.0,6366.0,1.0
lam_rotated_[87],-0.109,0.978,-1.767,1.46,0.009,0.011,10982.0,5870.0,1.0
lam_rotated_[88],-0.081,0.982,-1.664,1.558,0.01,0.011,10164.0,5884.0,1.0
lam_rotated_[89],0.005,0.98,-1.62,1.6,0.01,0.012,10617.0,5964.0,1.0
lam_rotated_[90],0.088,0.974,-1.412,1.784,0.009,0.011,11263.0,5870.0,1.0
lam_rotated_[91],0.073,0.984,-1.58,1.657,0.009,0.012,10918.0,5961.0,1.0
lam_rotated_[92],-0.004,0.993,-1.602,1.677,0.01,0.011,9300.0,5902.0,1.0
lam_rotated_[93],-0.085,0.976,-1.672,1.518,0.009,0.011,10894.0,6047.0,1.0
lam_rotated_[94],-0.091,1.009,-1.812,1.491,0.01,0.011,10292.0,6232.0,1.0
lam_rotated_[95],-0.109,0.997,-1.709,1.583,0.01,0.011,9718.0,6182.0,1.0
lam_rotated_[96],-0.116,1.006,-1.778,1.519,0.01,0.012,9549.0,5859.0,1.0
lam_rotated_[97],-0.093,1.006,-1.737,1.521,0.01,0.012,10447.0,5815.0,1.0
lam_rotated_[98],-0.105,1.022,-1.699,1.626,0.01,0.012,11186.0,5790.0,1.0
lam_rotated_[99],-0.103,1.002,-1.781,1.459,0.01,0.011,10205.0,6233.0,1.0
lam_rotated_[100],-0.12,0.969,-1.674,1.511,0.009,0.011,10787.0,5968.0,1.0
lam_rotated_[101],-0.096,1.002,-1.799,1.482,0.009,0.011,11905.0,6296.0,1.0
lam_rotated_[102],-0.102,1.0,-1.769,1.533,0.01,0.011,10257.0,6511.0,1.0
lam_rotated_[103],-0.099,0.99,-1.782,1.465,0.009,0.012,11530.0,6254.0,1.0
lam_rotated_[104],-0.108,1.0,-1.715,1.555,0.01,0.012,9787.0,6329.0,1.0
lam_rotated_[105],-0.097,0.989,-1.669,1.569,0.01,0.012,10690.0,6025.0,1.0
lam_rotated_[106],-0.095,0.987,-1.713,1.509,0.01,0.012,9635.0,5692.0,1.0
lam_rotated_[107],-0.107,0.996,-1.754,1.511,0.01,0.012,10552.0,5495.0,1.0
lam_rotated_[108],-0.117,0.989,-1.763,1.476,0.01,0.011,10509.0,5699.0,1.0
lam_rotated_[109],-0.102,1.012,-1.688,1.645,0.01,0.012,10720.0,5926.0,1.0
lam_rotated_[110],-0.108,0.985,-1.728,1.505,0.009,0.011,10790.0,6145.0,1.0
lam_rotated_[111],-0.108,1.001,-1.671,1.608,0.01,0.012,10400.0,5873.0,1.0
lam_rotated_[112],-0.096,0.976,-1.674,1.496,0.009,0.012,11075.0,5526.0,1.0
lam_rotated_[113],-0.107,1.003,-1.745,1.58,0.011,0.012,8291.0,5582.0,1.0
lam_rotated_[114],-0.106,0.995,-1.795,1.464,0.009,0.013,11563.0,5766.0,1.0
lam_rotated_[115],-0.099,1.013,-1.731,1.557,0.01,0.012,10721.0,6025.0,1.0
lam_rotated_[116],-0.12,1.004,-1.759,1.522,0.01,0.012,10668.0,5869.0,1.0
lam_rotated_[117],-0.095,0.991,-1.88,1.394,0.01,0.011,9638.0,6349.0,1.0
lam_rotated_[118],-0.056,0.992,-1.691,1.601,0.01,0.011,9727.0,5750.0,1.0
lam_rotated_[119],-0.034,0.984,-1.661,1.521,0.009,0.011,11022.0,6325.0,1.0
lam_rotated_[120],-0.134,1.001,-1.774,1.49,0.009,0.012,11081.0,5767.0,1.0
lam_rotated_[121],-0.123,1.007,-1.792,1.498,0.01,0.013,10451.0,5461.0,1.0
lam_rotated_[122],-0.088,1.02,-1.81,1.532,0.01,0.012,10159.0,6064.0,1.0
lam_rotated_[123],-0.099,1.003,-1.727,1.563,0.01,0.012,10011.0,6201.0,1.0
lam_rotated_[124],-0.105,1.009,-1.789,1.489,0.009,0.012,11376.0,6021.0,1.0
lam_rotated_[125],-0.097,1.012,-1.737,1.546,0.009,0.013,11631.0,5871.0,1.0
lam_rotated_[126],-0.089,1.004,-1.759,1.504,0.009,0.012,11201.0,5790.0,1.0
lam_rotated_[127],-0.106,1.0,-1.771,1.498,0.01,0.012,10801.0,5467.0,1.0
lam_rotated_[128],-0.063,0.998,-1.758,1.564,0.01,0.012,10430.0,5698.0,1.0
lam_rotated_[129],-0.015,0.991,-1.769,1.496,0.01,0.012,10408.0,5918.0,1.0
lam_rotated_[130],0.02,0.985,-1.633,1.618,0.009,0.011,11510.0,5913.0,1.0
lam_rotated_[131],0.028,0.987,-1.681,1.575,0.009,0.012,11442.0,5680.0,1.0
lam_rotated_[132],-0.034,1.001,-1.677,1.586,0.009,0.013,11510.0,5166.0,1.0
lam_rotated_[133],-0.084,0.981,-1.717,1.489,0.009,0.011,11420.0,6495.0,1.0
lam_rotated_[134],-0.11,0.996,-1.729,1.534,0.01,0.011,10970.0,6194.0,1.0
lam_rotated_[135],-0.105,1.012,-1.717,1.557,0.009,0.013,12062.0,5335.0,1.0
lam_rotated_[136],-0.105,1.001,-1.691,1.593,0.01,0.011,10457.0,6295.0,1.0
lam_rotated_[137],-0.106,1.007,-1.717,1.59,0.01,0.012,11121.0,5794.0,1.0
lam_rotated_[138],-0.092,1.012,-1.679,1.618,0.01,0.012,10203.0,5967.0,1.0
lam_rotated_[139],-0.094,0.995,-1.714,1.544,0.01,0.011,10439.0,5881.0,1.0
lam_rotated_[140],-0.114,1.028,-1.881,1.488,0.01,0.013,10322.0,5786.0,1.0
lam_rotated_[141],-0.098,1.007,-1.778,1.506,0.01,0.012,10624.0,5636.0,1.0
lam_rotated_[142],-0.109,1.008,-1.783,1.523,0.009,0.012,11473.0,6055.0,1.0
lam_rotated_[143],-0.103,0.985,-1.745,1.511,0.01,0.012,10542.0,6204.0,1.0
lam_rotated_[144],-0.101,1.0,-1.712,1.566,0.01,0.012,11055.0,5581.0,1.0
lam_rotated_[145],-0.097,0.994,-1.635,1.564,0.01,0.012,9904.0,5607.0,1.0
lam_rotated_[146],-0.102,1.012,-1.787,1.548,0.009,0.012,11576.0,6031.0,1.0
lam_rotated_[147],-0.108,1.0,-1.76,1.49,0.01,0.012,10450.0,6230.0,1.0
lam_rotated_[148],-0.116,1.006,-1.71,1.554,0.01,0.011,9330.0,6171.0,1.0
lam_rotated_[149],-0.091,1.018,-1.791,1.55,0.01,0.013,11290.0,5570.0,1.0
lam_rotated_[150],-0.104,1.014,-1.733,1.586,0.01,0.012,10290.0,5850.0,1.0
lam_rotated_[151],-0.097,1.004,-1.728,1.607,0.01,0.012,10496.0,5875.0,1.0
lam_rotated_[152],-0.11,0.988,-1.642,1.587,0.01,0.011,10277.0,5848.0,1.0
lam_rotated_[153],-0.102,1.006,-1.81,1.505,0.009,0.012,11197.0,5944.0,1.0
lam_rotated_[154],-0.108,1.019,-1.808,1.546,0.009,0.012,11863.0,6167.0,1.0
lam_rotated_[155],-0.091,0.982,-1.637,1.553,0.009,0.011,11017.0,6442.0,1.0
lam_rotated_[156],-0.093,0.987,-1.731,1.494,0.01,0.011,10272.0,5913.0,1.0
lam_rotated_[157],-0.086,0.976,-1.713,1.469,0.009,0.012,11384.0,5571.0,1.0
lam_rotated_[158],-0.08,1.025,-1.741,1.589,0.01,0.012,10595.0,5567.0,1.0
lam_rotated_[159],-0.022,1.013,-1.768,1.55,0.01,0.012,10761.0,6573.0,1.0
lam_rotated_[160],-0.137,0.987,-1.802,1.453,0.01,0.011,10118.0,5543.0,1.0
lam_rotated_[161],-0.13,1.014,-1.864,1.482,0.011,0.012,9233.0,5785.0,1.0
lam_rotated_[162],-0.104,0.996,-1.743,1.558,0.01,0.011,10086.0,5802.0,1.0
lam_rotated_[163],-0.109,0.995,-1.738,1.532,0.01,0.012,10118.0,6222.0,1.0
lam_rotated_[164],-0.111,1.023,-1.75,1.655,0.01,0.013,10922.0,5593.0,1.0
lam_rotated_[165],-0.1,1.01,-1.882,1.47,0.01,0.011,10170.0,6630.0,1.0
lam_rotated_[166],-0.099,0.984,-1.669,1.6,0.01,0.011,9846.0,5812.0,1.0
lam_rotated_[167],-0.092,1.006,-1.691,1.61,0.01,0.011,9639.0,5861.0,1.0
lam_rotated_[168],-0.089,0.996,-1.665,1.589,0.009,0.012,11697.0,5131.0,1.0
lam_rotated_[169],-0.027,0.985,-1.635,1.559,0.01,0.012,9955.0,5912.0,1.0
lam_rotated_[170],-0.014,0.969,-1.618,1.562,0.01,0.011,10322.0,5547.0,1.0
lam_rotated_[171],-0.041,0.969,-1.656,1.533,0.009,0.012,10718.0,6004.0,1.0
lam_rotated_[172],-0.094,1.012,-1.671,1.615,0.01,0.013,11149.0,5182.0,1.0
lam_rotated_[173],-0.094,0.993,-1.721,1.523,0.009,0.011,10946.0,6074.0,1.0
lam_rotated_[174],-0.087,1.007,-1.616,1.702,0.01,0.012,9604.0,5699.0,1.0
lam_rotated_[175],-0.111,1.0,-1.813,1.447,0.01,0.012,9586.0,5459.0,1.0
lam_rotated_[176],-0.108,0.987,-1.773,1.462,0.009,0.012,10939.0,6180.0,1.0
lam_rotated_[177],-0.103,1.004,-1.834,1.466,0.01,0.013,9788.0,5292.0,1.0
lam_rotated_[178],-0.1,1.001,-1.659,1.618,0.009,0.011,11216.0,6384.0,1.0
lam_rotated_[179],-0.087,1.009,-1.743,1.581,0.01,0.012,10287.0,5443.0,1.0
lam_rotated_[180],-0.079,1.001,-1.645,1.641,0.01,0.011,9864.0,6277.0,1.0
lam_rotated_[181],-0.099,0.986,-1.809,1.464,0.009,0.011,10842.0,6190.0,1.0
lam_rotated_[182],-0.101,0.985,-1.698,1.53,0.01,0.011,10683.0,5874.0,1.0
lam_rotated_[183],-0.093,0.999,-1.776,1.534,0.01,0.011,9857.0,5883.0,1.0
lam_rotated_[184],-0.095,1.0,-1.709,1.603,0.01,0.012,9471.0,5914.0,1.0
lam_rotated_[185],-0.096,1.011,-1.755,1.569,0.011,0.011,9169.0,5631.0,1.0
lam_rotated_[186],-0.092,0.985,-1.646,1.578,0.009,0.012,10841.0,5495.0,1.0
lam_rotated_[187],-0.096,0.98,-1.684,1.527,0.01,0.011,10368.0,6079.0,1.0
lam_rotated_[188],-0.097,0.992,-1.724,1.52,0.009,0.012,11437.0,5887.0,1.0
lam_rotated_[189],-0.096,0.987,-1.67,1.561,0.01,0.011,10746.0,6129.0,1.0
lam_rotated_[190],-0.111,0.993,-1.729,1.55,0.01,0.011,10017.0,5891.0,1.0
lam_rotated_[191],-0.091,1.017,-1.756,1.549,0.01,0.012,11135.0,5916.0,1.0
lam_rotated_[192],-0.089,1.006,-1.702,1.58,0.009,0.012,11676.0,5884.0,1.0
lam_rotated_[193],-0.103,1.006,-1.7,1.594,0.01,0.012,9570.0,5942.0,1.0
lam_rotated_[194],-0.101,1.008,-1.783,1.523,0.01,0.012,10484.0,5814.0,1.0
lam_rotated_[195],-0.107,0.993,-1.779,1.483,0.01,0.012,10352.0,6275.0,1.0
lam_rotated_[196],-0.096,0.999,-1.762,1.511,0.01,0.012,10028.0,5506.0,1.0
lam_rotated_[197],-0.092,0.996,-1.711,1.545,0.01,0.011,9911.0,6136.0,1.0
lam_rotated_[198],-0.067,0.976,-1.579,1.645,0.01,0.011,9439.0,6335.0,1.0
lam_rotated_[199],0.001,0.998,-1.622,1.659,0.009,0.012,11552.0,5546.0,1.0
lam_rotated_[200],-0.105,0.994,-1.776,1.491,0.01,0.012,10492.0,6129.0,1.0
lam_rotated_[201],-0.098,1.002,-1.658,1.626,0.01,0.012,10744.0,5673.0,1.0
lam_rotated_[202],-0.111,1.006,-1.692,1.564,0.01,0.012,10315.0,5936.0,1.0
lam_rotated_[203],-0.09,0.992,-1.739,1.513,0.01,0.011,9773.0,5316.0,1.0
lam_rotated_[204],-0.107,0.99,-1.666,1.594,0.01,0.012,10745.0,6265.0,1.0
lam_rotated_[205],-0.094,0.994,-1.748,1.475,0.01,0.011,10305.0,6296.0,1.0
lam_rotated_[206],-0.097,0.99,-1.747,1.545,0.01,0.011,10444.0,6008.0,1.0
lam_rotated_[207],-0.088,0.994,-1.661,1.586,0.009,0.012,12242.0,5770.0,1.0
lam_rotated_[208],-0.063,1.021,-1.798,1.58,0.01,0.012,10968.0,5815.0,1.0
lam_rotated_[209],-0.033,0.998,-1.71,1.538,0.01,0.012,9968.0,5804.0,1.0
lam_rotated_[210],0.011,0.999,-1.609,1.619,0.01,0.011,10592.0,6060.0,1.0
lam_rotated_[211],-0.029,0.988,-1.614,1.614,0.01,0.011,10488.0,6582.0,1.0
lam_rotated_[212],-0.081,1.013,-1.708,1.612,0.009,0.012,11842.0,5570.0,1.0
lam_rotated_[213],-0.092,1.016,-1.803,1.523,0.009,0.013,11784.0,5890.0,1.0
lam_rotated_[214],-0.111,0.999,-1.743,1.54,0.01,0.011,10152.0,6647.0,1.0
lam_rotated_[215],-0.098,0.996,-1.691,1.584,0.01,0.012,10584.0,5977.0,1.0
lam_rotated_[216],-0.1,0.991,-1.739,1.528,0.01,0.011,10399.0,5614.0,1.0
lam_rotated_[217],-0.107,1.006,-1.748,1.532,0.01,0.012,9907.0,5493.0,1.0
lam_rotated_[218],-0.094,0.998,-1.736,1.501,0.01,0.012,11064.0,5731.0,1.0
lam_rotated_[219],-0.079,0.994,-1.682,1.554,0.01,0.012,10316.0,5307.0,1.0
lam_rotated_[220],-0.054,1.005,-1.604,1.688,0.01,0.012,11102.0,6196.0,1.0
lam_rotated_[221],-0.061,1.01,-1.775,1.538,0.01,0.012,10955.0,6150.0,1.0
lam_rotated_[222],-0.076,1.012,-1.749,1.573,0.01,0.012,10805.0,6019.0,1.0
lam_rotated_[223],-0.093,1.009,-1.841,1.487,0.01,0.012,11059.0,5297.0,1.0
lam_rotated_[224],-0.102,1.005,-1.728,1.571,0.01,0.012,10935.0,5990.0,1.0
lam_rotated_[225],-0.079,1.011,-1.657,1.671,0.01,0.012,10808.0,5906.0,1.0
lam_rotated_[226],-0.106,1.013,-1.864,1.482,0.01,0.013,11241.0,6053.0,1.0
lam_rotated_[227],-0.107,1.001,-1.814,1.485,0.009,0.012,11121.0,5526.0,1.0
lam_rotated_[228],-0.108,0.987,-1.667,1.53,0.01,0.011,9914.0,5817.0,1.0
lam_rotated_[229],-0.099,1.01,-1.776,1.56,0.01,0.012,10358.0,5941.0,1.0
lam_rotated_[230],-0.089,0.995,-1.788,1.505,0.009,0.011,11431.0,6610.0,1.0
lam_rotated_[231],-0.115,1.01,-1.653,1.65,0.009,0.012,11357.0,5601.0,1.0
lam_rotated_[232],-0.089,1.014,-1.713,1.606,0.01,0.012,10348.0,6027.0,1.0
lam_rotated_[233],-0.109,0.991,-1.679,1.551,0.009,0.011,11321.0,6142.0,1.0
lam_rotated_[234],-0.094,0.988,-1.685,1.569,0.009,0.011,11404.0,6366.0,1.0
lam_rotated_[235],-0.097,1.027,-1.706,1.602,0.01,0.013,10799.0,5818.0,1.0
lam_rotated_[236],-0.074,1.003,-1.746,1.561,0.01,0.012,10503.0,6044.0,1.0
lam_rotated_[237],-0.098,0.998,-1.679,1.615,0.01,0.011,9717.0,5850.0,1.0
lam_rotated_[238],-0.056,1.011,-1.753,1.569,0.01,0.012,10843.0,6090.0,1.0
lam_rotated_[239],-0.02,1.01,-1.616,1.696,0.01,0.012,9912.0,5969.0,1.0
lam_rotated_[240],-0.102,1.01,-1.726,1.597,0.01,0.012,10776.0,6177.0,1.0
lam_rotated_[241],-0.104,1.005,-1.706,1.56,0.01,0.012,9726.0,5883.0,1.0
lam_rotated_[242],-0.109,0.999,-1.717,1.534,0.009,0.014,11176.0,5555.0,1.0
lam_rotated_[243],-0.105,0.985,-1.699,1.538,0.009,0.011,11074.0,6102.0,1.0
lam_rotated_[244],-0.077,1.001,-1.73,1.557,0.01,0.011,9911.0,6416.0,1.0
lam_rotated_[245],-0.1,0.994,-1.742,1.521,0.01,0.012,10756.0,6218.0,1.0
lam_rotated_[246],-0.102,0.998,-1.771,1.474,0.01,0.012,10819.0,6069.0,1.0
lam_rotated_[247],-0.097,0.996,-1.701,1.575,0.01,0.012,9282.0,6225.0,1.0
lam_rotated_[248],-0.036,1.0,-1.708,1.581,0.01,0.012,10443.0,6188.0,1.0
lam_rotated_[249],0.033,0.989,-1.588,1.622,0.01,0.011,9688.0,5915.0,1.0
lam_rotated_[250],0.1,0.991,-1.553,1.694,0.01,0.012,10224.0,5561.0,1.0
lam_rotated_[251],0.07,1.0,-1.566,1.696,0.01,0.011,9779.0,5994.0,1.0
lam_rotated_[252],-0.051,0.998,-1.599,1.653,0.009,0.012,12739.0,6091.0,1.0
lam_rotated_[253],-0.064,1.006,-1.646,1.619,0.01,0.012,11127.0,5654.0,1.0
lam_rotated_[254],-0.095,1.001,-1.68,1.579,0.01,0.012,9714.0,6114.0,1.0
lam_rotated_[255],-0.084,1.012,-1.719,1.611,0.01,0.012,9748.0,5981.0,1.0
lam_rotated_[256],-0.098,0.976,-1.664,1.537,0.01,0.011,10110.0,5734.0,1.0
lam_rotated_[257],-0.1,0.99,-1.662,1.588,0.009,0.011,11551.0,6058.0,1.0
lam_rotated_[258],-0.094,0.998,-1.759,1.516,0.009,0.012,11127.0,5335.0,1.0
lam_rotated_[259],-0.071,1.009,-1.739,1.548,0.01,0.012,11184.0,5798.0,1.0
lam_rotated_[260],-0.027,0.981,-1.627,1.576,0.01,0.011,9895.0,5633.0,1.0
lam_rotated_[261],-0.009,0.991,-1.588,1.65,0.009,0.011,11709.0,6003.0,1.0
lam_rotated_[262],-0.025,0.995,-1.642,1.614,0.01,0.012,9976.0,5704.0,1.0
lam_rotated_[263],-0.104,1.002,-1.79,1.458,0.009,0.013,11370.0,6136.0,1.0
lam_rotated_[264],-0.091,0.978,-1.8,1.41,0.009,0.011,11060.0,5843.0,1.0
lam_rotated_[265],-0.096,0.987,-1.77,1.472,0.01,0.012,10369.0,6167.0,1.0
lam_rotated_[266],-0.112,0.999,-1.836,1.468,0.01,0.012,10702.0,5518.0,1.0
lam_rotated_[267],-0.077,0.991,-1.684,1.54,0.01,0.011,10707.0,5536.0,1.0
lam_rotated_[268],-0.105,1.0,-1.69,1.57,0.01,0.011,10995.0,6116.0,1.0
lam_rotated_[269],-0.101,1.006,-1.753,1.594,0.01,0.012,10101.0,5780.0,1.0
lam_rotated_[270],-0.093,1.021,-1.837,1.571,0.01,0.013,11107.0,6117.0,1.0
lam_rotated_[271],-0.104,1.001,-1.751,1.525,0.01,0.012,10026.0,6171.0,1.0
lam_rotated_[272],-0.099,0.99,-1.685,1.58,0.01,0.012,10165.0,5950.0,1.0
lam_rotated_[273],-0.087,0.999,-1.682,1.587,0.01,0.011,10235.0,6120.0,1.0
lam_rotated_[274],-0.081,1.013,-1.687,1.639,0.01,0.012,10034.0,5926.0,1.0
lam_rotated_[275],-0.093,0.995,-1.843,1.436,0.01,0.012,10787.0,6218.0,1.0
lam_rotated_[276],-0.102,0.997,-1.753,1.524,0.009,0.011,11086.0,6174.0,1.0
lam_rotated_[277],-0.083,1.009,-1.777,1.57,0.01,0.011,9900.0,5988.0,1.0
lam_rotated_[278],-0.063,1.0,-1.86,1.434,0.01,0.012,9662.0,5706.0,1.0
