LOCATION_TYPE,ADMIN_LEVEL,GAUL_AD0,GAUL_AD1,GAUL_AD2,POINT_ID,UNIQUE_LOCATION,X,Y,YEAR,COUNTRY,REGION 
polygon,2,1013696,896,1013337,-999,1013337,110.385375,-7.022757,1995,Indonesia,Asia
polygon,2,37,3019,11537,-999,89258,-49.358215,-20.796786,1995,Brazil,Americas
polygon,2,240,3070,26567,-999,104288,99.479795,16.460147,1995,Thailand,Asia
polygon,0,20,-999,-999,-999,3144,-76.565751,24.320733,1995,Bahamas,Americas
polygon,2,240,1761,26427,-999,104148,100.543448,13.752286,1995,Thailand,Asia
polygon,2,240,1761,26425,-999,104146,100.670111,13.708336,1995,Thailand,Asia
polygon,2,240,1761,26423,-999,104144,100.504418,13.748735,1995,Thailand,Asia
polygon,2,240,1761,26401,-999,104122,100.634439,13.76627,1995,Thailand,Asia
polygon,1,259,494,-999,-999,32610,-155.543293,19.62643,1995,United States of America,Oceania
polygon,2,61,983,14515,-999,92236,-83.160669,9.769723,1995,Costa Rica,Americas
polygon,0,200,-999,-999,-999,3324,-66.463766,18.225313,1995,Puerto Rico,Americas
polygon,2,200,834,40060,-999,117781,-66.255741,18.01392,1995,Puerto Rico,Americas
polygon,2,200,834,40059,-999,117780,-66.00913,18.033589,1995,Puerto Rico,Americas
polygon,2,200,834,40058,-999,117779,-65.920012,18.021299,1995,Puerto Rico,Americas
polygon,2,200,834,40057,-999,117778,-66.132759,18.008232,1995,Puerto Rico,Americas
polygon,2,200,834,40056,-999,117777,-66.218919,18.228994,1995,Puerto Rico,Americas
polygon,2,200,834,40055,-999,117776,-66.158874,18.177813,1995,Puerto Rico,Americas
polygon,2,200,834,40053,-999,117774,-66.04833,18.216105,1995,Puerto Rico,Americas
polygon,2,200,834,40051,-999,117772,-66.055055,18.000366,1995,Puerto Rico,Americas
polygon,2,200,834,40049,-999,117770,-66.124017,18.256114,1995,Puerto Rico,Americas
polygon,2,263,2200,31892,-999,109613,-67.687016,10.413985,1995,Venezuela,Americas
polygon,2,263,2200,31891,-999,109612,-67.513616,10.173194,1995,Venezuela,Americas
polygon,1,1013696,2183,-999,-999,1016994,101.801216,0.5065,1995,Indonesia,Asia
polygon,2,37,995,9621,-999,87342,-34.930427,-8.044209,1995,Brazil,Americas
polygon,2,240,2863,26535,-999,104256,101.001792,13.343539,1995,Thailand,Asia
polygon,2,17,3270,5245,-999,82966,142.283636,-10.601234,1995,Australia,Oceania
polygon,1,191,1096,-999,-999,27132,-79.099304,9.002357,1995,Panama,Americas
polygon,1,191,1096,-999,-999,27132,-78.311549,9.17196,1995,Panama,Americas
polygon,0,246,-999,-999,-999,3370,-61.256756,10.469105,1995,Trinidad and Tobago,Americas
polygon,2,1006344,2869,1009004,-999,1009004,-100.205773,25.672632,1995,Mexico,Americas
polygon,0,87,-999,-999,-999,3211,-145.471768,-15.475612,1995,French Polynesia,Oceania
polygon,2,1013696,1791,1013522,-999,1013522,105.280708,-4.858707,1995,Indonesia,Asia
polygon,2,37,798,7005,-999,84726,-38.528508,-3.78485,1995,Brazil,Americas
polygon,2,37,798,6974,-999,84695,-38.111577,-4.397676,1995,Brazil,Americas
polygon,2,37,798,6958,-999,84679,-38.394256,-3.976938,1995,Brazil,Americas
polygon,2,196,1601,24265,-999,101986,124.804861,8.651418,1995,Philippines,Asia
polygon,2,1013696,1482,1013471,-999,1013471,108.54903,-6.753374,1995,Indonesia,Asia
polygon,2,1013696,1482,1013460,-999,1013460,107.635025,-6.924379,1995,Indonesia,Asia
polygon,1,191,556,-999,-999,27084,-82.245341,8.971619,1995,Panama,Americas
polygon,2,153,2554,37402,-999,115123,100.460546,5.365002,1995,Malaysia,Asia
polygon,2,240,2286,27082,-999,104803,99.951491,9.544615,1995,Thailand,Asia
polygon,2,200,3142,40074,-999,117795,-65.441031,18.12819,1995,Puerto Rico,Americas
polygon,2,200,3142,40073,-999,117794,-65.974439,18.152409,1995,Puerto Rico,Americas
polygon,2,200,3142,40072,-999,117793,-65.810829,18.351329,1995,Puerto Rico,Americas
polygon,2,200,3142,40071,-999,117792,-65.750696,18.234655,1995,Puerto Rico,Americas
polygon,2,200,3142,40070,-999,117791,-65.721787,18.347873,1995,Puerto Rico,Americas
polygon,2,200,3142,40069,-999,117790,-65.894284,18.430215,1995,Puerto Rico,Americas
polygon,2,200,3142,40067,-999,117788,-65.906721,18.228494,1995,Puerto Rico,Americas
polygon,2,200,3142,40065,-999,117786,-65.976963,18.27118,1995,Puerto Rico,Americas
polygon,2,200,3142,40064,-999,117785,-65.667974,18.322357,1995,Puerto Rico,Americas
polygon,1,240,3070,-999,-999,29953,99.536162,16.328773,1995,Thailand,Asia
polygon,1,100,522,-999,-999,20122,-61.600504,16.27991,1995,Guadeloupe,Americas
polygon,1,115,549,-999,-999,73508,74.057396,15.359682,1995,India,Asia
polygon,2,196,1287,24210,-999,101931,121.036474,14.599243,1995,Philippines,Asia
polygon,2,53,72912,13028,-999,90749,113.524613,23.377432,1995,China,Asia
polygon,1,44,1012350,-999,-999,1012350,105.59581,12.025858,1995,Cambodia,Asia
polygon,1,240,41767,-999,-999,30317,99.583581,13.530941,1995,Thailand,Asia
polygon,0,71,-999,-999,-999,3195,-61.356225,15.427064,1995,Dominica,Americas
polygon,1,44,865,-999,-999,15714,105.072495,12.826601,1995,Cambodia,Asia
polygon,1,196,1287,-999,-999,27596,121.036474,14.599243,1995,Philippines,Asia
polygon,1,44,2381,-999,-999,15722,104.312905,10.794108,1995,Cambodia,Asia
polygon,1,163,3325,-999,-999,24824,158.144708,6.918431,1995,Micronesia (Federated States of),Oceania
polygon,2,1013696,1644,1013477,-999,1013477,119.454308,-5.14414,1995,Indonesia,Asia
polygon,2,37,1199,9961,-999,87682,-43.450911,-22.924973,1995,Brazil,Americas
polygon,0,222,-999,-999,-999,3346,103.807965,1.349812,1995,Singapore,Asia
polygon,1,191,1012383,-999,-999,1012383,-81.144806,8.105586,1995,Panama,Americas
polygon,1,44,1074,-999,-999,15795,105.428328,11.393741,1995,Cambodia,Asia
polygon,1,263,2200,-999,-999,35280,-67.103028,9.974808,1995,Venezuela,Americas
polygon,0,11,-999,-999,-999,3135,-61.808552,17.106126,1995,Antigua and Barbuda,Americas
polygon,1,189,2699,-999,-999,27080,134.519404,7.426044,1995,Palau,Oceania
polygon,0,189,-999,-999,-999,3313,134.519404,7.426044,1995,Palau,Oceania
polygon,0,24,-999,-999,-999,3148,-59.554949,13.167311,1995,Barbados,Americas
polygon,2,188,3403,40393,-999,118114,67.115734,24.86855,1995,Pakistan,Asia
polygon,1,240,3169,-999,-999,30371,100.71176,13.593797,1995,Thailand,Asia
polygon,1,194,40206,-999,-999,27295,-56.296089,-25.825832,1995,Paraguay,Americas
polygon,0,99,-999,-999,-999,3223,-61.680889,12.115339,1995,Grenada,Americas
polygon,1,191,40424,-999,-999,27119,-80.699432,7.854241,1995,Panama,Americas
polygon,1,60,1357,-999,-999,17855,-158.946809,-19.250497,1995,Cook Islands,Oceania
polygon,0,60,-999,-999,-999,3184,-158.946809,-19.250497,1995,Cook Islands,Oceania
polygon,1,1011447,2224,-999,-999,1005533,107.183578,11.056327,1995,Viet Nam,Asia
polygon,2,1013696,3402,1013505,-999,1013505,110.374143,-7.802933,1995,Indonesia,Asia
polygon,1,258,2104,-999,-999,72146,-64.771401,17.74002,1995,United States Virgin Islands,Americas
polygon,1,153,2554,-999,-999,40788,100.401055,5.365574,1995,Malaysia,Asia
polygon,1,14,2071,-999,-999,8323,-69.969509,12.507838,1995,Aruba,Americas
polygon,2,153,3392,37366,-999,115087,101.68961,3.144215,1995,Malaysia,Asia
polygon,1,266,1853,-999,-999,36063,-178.16891,-14.30265,1995,Wallis and Futuna,Oceania
polygon,1,44,408,-999,-999,15776,104.871854,11.553114,1995,Cambodia,Asia
polygon,1,258,3268,-999,-999,72148,-64.928468,18.352998,1995,United States Virgin Islands,Americas
polygon,0,9,-999,-999,-999,3133,-63.064394,18.230617,1995,Anguilla,Americas
polygon,1,1013696,1126,-999,-999,1016709,106.829966,-6.19261,1995,Indonesia,Asia
polygon,1,1011447,1217,-999,-999,1006163,106.694737,10.744253,1995,Viet Nam,Asia
polygon,2,263,1439,32167,-999,109888,-71.684259,10.660469,1995,Venezuela,Americas
polygon,2,200,1351,40093,-999,117814,-66.057474,18.391046,1996,Puerto Rico,Americas
polygon,2,200,409,40084,-999,117805,-66.856436,18.083448,1996,Puerto Rico,Americas
polygon,2,200,409,40081,-999,117802,-66.719361,18.062428,1996,Puerto Rico,Americas
polygon,2,200,409,40079,-999,117800,-67.037986,18.015551,1996,Puerto Rico,Americas
polygon,2,200,409,40077,-999,117798,-66.789596,18.044097,1996,Puerto Rico,Americas
polygon,2,200,409,40075,-999,117796,-67.151753,18.044262,1996,Puerto Rico,Americas
polygon,2,200,2275,40038,-999,117759,-66.393829,18.432889,1996,Puerto Rico,Americas
polygon,2,200,2275,40037,-999,117758,-66.333304,18.413551,1996,Puerto Rico,Americas
polygon,2,200,2275,40035,-999,117756,-66.416871,18.321253,1996,Puerto Rico,Americas
polygon,2,200,2275,40034,-999,117755,-66.485768,18.425424,1996,Puerto Rico,Americas
polygon,2,200,2275,40033,-999,117754,-66.556459,18.377971,1996,Puerto Rico,Americas
polygon,2,200,2275,40032,-999,117753,-66.274861,18.44035,1996,Puerto Rico,Americas
polygon,2,200,2275,40031,-999,117752,-66.513054,18.292945,1996,Puerto Rico,Americas
polygon,2,200,2275,40029,-999,117750,-66.670723,18.411569,1996,Puerto Rico,Americas
polygon,2,200,1006374,40091,-999,117812,-66.38823,17.997114,1996,Puerto Rico,Americas
polygon,2,200,1006374,40088,-999,117809,-66.492629,18.053371,1996,Puerto Rico,Americas
polygon,2,200,1006374,40087,-999,117808,-66.585801,18.215254,1996,Puerto Rico,Americas
polygon,2,200,1006374,40086,-999,117807,-66.358142,18.101407,1996,Puerto Rico,Americas
polygon,2,200,1006374,40085,-999,117806,-66.751431,18.183636,1996,Puerto Rico,Americas
polygon,2,231,594,25846,-999,103567,80.251916,6.222555,1996,Sri Lanka,Asia
polygon,2,115,2569,17658,-999,95379,75.80475,29.220395,1996,India,Asia
polygon,2,200,48367,40027,-999,117748,-67.227739,18.339409,1996,Puerto Rico,Americas
polygon,2,200,48367,40026,-999,117747,-66.921196,18.443024,1996,Puerto Rico,Americas
polygon,2,200,48367,40024,-999,117745,-66.939059,18.175056,1996,Puerto Rico,Americas
polygon,2,200,48367,40023,-999,117744,-66.980082,18.240163,1996,Puerto Rico,Americas
polygon,2,200,48367,40022,-999,117743,-66.863599,18.272637,1996,Puerto Rico,Americas
polygon,2,200,48367,40021,-999,117742,-67.000679,18.453575,1996,Puerto Rico,Americas
polygon,2,200,48367,40020,-999,117741,-66.792047,18.415069,1996,Puerto Rico,Americas
polygon,2,200,48367,40019,-999,117740,-66.855775,18.422852,1996,Puerto Rico,Americas
polygon,2,200,48367,40017,-999,117738,-67.117096,18.463603,1996,Puerto Rico,Americas
polygon,2,200,48367,40016,-999,117737,-67.171042,18.364587,1996,Puerto Rico,Americas
polygon,2,1011447,2224,1001149,-999,1001149,106.856849,10.947436,1996,Viet Nam,Asia
polygon,2,200,1253,40047,-999,117768,-66.207984,18.436896,1996,Puerto Rico,Americas
polygon,2,200,1253,40046,-999,117767,-66.242973,18.36703,1996,Puerto Rico,Americas
polygon,2,200,1253,40044,-999,117765,-66.111168,18.348621,1996,Puerto Rico,Americas
polygon,2,200,1253,40042,-999,117763,-66.139759,18.442284,1996,Puerto Rico,Americas
polygon,2,200,1253,40041,-999,117762,-65.952926,18.378837,1996,Puerto Rico,Americas
polygon,2,200,1253,40039,-999,117760,-66.164956,18.354151,1996,Puerto Rico,Americas
polygon,2,222,1557,25421,-999,103142,103.833842,1.316124,1996,Singapore,Asia
polygon,2,231,1563,41748,-999,119469,80.709821,7.27357,1996,Sri Lanka,Asia
polygon,2,194,483,23849,-999,101570,-57.603307,-25.282199,1996,Paraguay,Americas
polygon,2,158,3063,61301,-999,139022,-61.04201,14.640241,1996,Martinique,Americas
polygon,2,1013696,896,1013337,-999,1013337,110.385375,-7.022757,1996,Indonesia,Asia
polygon,2,37,3019,11537,-999,89258,-49.358215,-20.796786,1996,Brazil,Americas
polygon,2,240,1761,26427,-999,104148,100.543448,13.752286,1996,Thailand,Asia
polygon,2,240,1761,26423,-999,104144,100.504418,13.748735,1996,Thailand,Asia
polygon,2,240,1761,26401,-999,104122,100.634439,13.76627,1996,Thailand,Asia
polygon,2,61,983,14515,-999,92236,-83.160669,9.769723,1996,Costa Rica,Americas
polygon,0,200,-999,-999,-999,3324,-66.463766,18.225313,1996,Puerto Rico,Americas
polygon,2,200,834,40060,-999,117781,-66.255741,18.01392,1996,Puerto Rico,Americas
polygon,2,200,834,40059,-999,117780,-66.00913,18.033589,1996,Puerto Rico,Americas
polygon,2,200,834,40058,-999,117779,-65.920012,18.021299,1996,Puerto Rico,Americas
polygon,2,200,834,40057,-999,117778,-66.132759,18.008232,1996,Puerto Rico,Americas
polygon,2,200,834,40056,-999,117777,-66.218919,18.228994,1996,Puerto Rico,Americas
polygon,2,200,834,40055,-999,117776,-66.158874,18.177813,1996,Puerto Rico,Americas
polygon,2,200,834,40053,-999,117774,-66.04833,18.216105,1996,Puerto Rico,Americas
polygon,2,200,834,40051,-999,117772,-66.055055,18.000366,1996,Puerto Rico,Americas
polygon,2,200,834,40049,-999,117770,-66.124017,18.256114,1996,Puerto Rico,Americas
polygon,2,263,2200,31892,-999,109613,-67.687016,10.413985,1996,Venezuela,Americas
polygon,2,263,2200,31891,-999,109612,-67.513616,10.173194,1996,Venezuela,Americas
polygon,1,1013696,2183,-999,-999,1016994,101.801216,0.5065,1996,Indonesia,Asia
polygon,2,1011447,1817,1000605,-999,1000605,106.078512,10.189496,1996,Viet Nam,Asia
polygon,2,37,995,9621,-999,87342,-34.930427,-8.044209,1996,Brazil,Americas
polygon,2,240,2863,26535,-999,104256,101.001792,13.343539,1996,Thailand,Asia
polygon,2,17,3270,5245,-999,82966,142.283636,-10.601234,1996,Australia,Oceania
polygon,1,1006344,3420,-999,-999,1014777,-102.655394,23.293966,1996,Mexico,Americas
polygon,0,246,-999,-999,-999,3370,-61.256756,10.469105,1996,Trinidad and Tobago,Americas
polygon,2,63,2741,14784,-999,92505,-76.232365,20.330245,1996,Cuba,Americas
polygon,2,1006344,2869,1009004,-999,1009004,-100.205773,25.672632,1996,Mexico,Americas
polygon,1,1011440,1013670,-999,-999,1013670,96.163321,16.959235,1996,Myanmar,Asia
polygon,2,37,2230,7936,-999,85657,-43.959732,-19.902397,1996,Brazil,Americas
polygon,0,87,-999,-999,-999,3211,-145.471768,-15.475612,1996,French Polynesia,Oceania
polygon,2,1013696,1791,1013522,-999,1013522,105.280708,-4.858707,1996,Indonesia,Asia
polygon,2,37,798,7005,-999,84726,-38.528508,-3.78485,1996,Brazil,Americas
polygon,2,37,798,6974,-999,84695,-38.111577,-4.397676,1996,Brazil,Americas
polygon,2,37,798,6958,-999,84679,-38.394256,-3.976938,1996,Brazil,Americas
polygon,1,153,1711,-999,-999,40725,103.387315,2.047911,1996,Malaysia,Asia
polygon,2,1013696,1482,1013471,-999,1013471,108.54903,-6.753374,1996,Indonesia,Asia
polygon,2,1013696,1482,1013460,-999,1013460,107.635025,-6.924379,1996,Indonesia,Asia
polygon,2,200,3142,40074,-999,117795,-65.441031,18.12819,1996,Puerto Rico,Americas
polygon,2,200,3142,40073,-999,117794,-65.974439,18.152409,1996,Puerto Rico,Americas
polygon,2,200,3142,40072,-999,117793,-65.810829,18.351329,1996,Puerto Rico,Americas
polygon,2,200,3142,40071,-999,117792,-65.750696,18.234655,1996,Puerto Rico,Americas
polygon,2,200,3142,40070,-999,117791,-65.721787,18.347873,1996,Puerto Rico,Americas
polygon,2,200,3142,40069,-999,117790,-65.894284,18.430215,1996,Puerto Rico,Americas
polygon,2,200,3142,40067,-999,117788,-65.906721,18.228494,1996,Puerto Rico,Americas
polygon,2,200,3142,40065,-999,117786,-65.976963,18.27118,1996,Puerto Rico,Americas
polygon,2,200,3142,40064,-999,117785,-65.667974,18.322357,1996,Puerto Rico,Americas
polygon,1,240,3070,-999,-999,29953,99.536162,16.328773,1996,Thailand,Asia
polygon,1,100,522,-999,-999,20122,-61.600504,16.27991,1996,Guadeloupe,Americas
polygon,1,115,2278,-999,-999,21019,77.108979,28.646519,1996,India,Asia
polygon,2,196,1287,24210,-999,101931,121.036474,14.599243,1996,Philippines,Asia
polygon,2,231,2951,25837,-999,103558,80.236878,7.664663,1996,Sri Lanka,Asia
polygon,2,231,1012,25851,-999,103572,80.020395,6.869272,1996,Sri Lanka,Asia
polygon,2,1013696,1644,1013477,-999,1013477,119.454308,-5.14414,1996,Indonesia,Asia
polygon,2,37,1199,9961,-999,87682,-43.450911,-22.924973,1996,Brazil,Americas
polygon,0,222,-999,-999,-999,3346,103.807965,1.349812,1996,Singapore,Asia
polygon,1,1011447,2140,-999,-999,1005593,106.172474,10.727985,1996,Viet Nam,Asia
polygon,1,263,2200,-999,-999,35280,-67.103028,9.974808,1996,Venezuela,Americas
polygon,1,1011447,1782,-999,-999,1007036,105.181196,10.509438,1996,Viet Nam,Asia
polygon,0,24,-999,-999,-999,3148,-59.554949,13.167311,1996,Barbados,Americas
polygon,1,263,1677,-999,-999,35518,-72.023713,7.927271,1996,Venezuela,Americas
polygon,1,194,40206,-999,-999,27295,-56.296089,-25.825832,1996,Paraguay,Americas
polygon,1,263,1006368,-999,-999,1006368,-66.96389,10.480088,1996,Venezuela,Americas
polygon,1,1011447,1817,-999,-999,1004107,105.9912,10.101235,1996,Viet Nam,Asia
polygon,1,1011447,1670,-999,-999,1003916,105.752915,9.369809,1996,Viet Nam,Asia
polygon,1,1011447,2224,-999,-999,1005533,107.183578,11.056327,1996,Viet Nam,Asia
polygon,1,153,3392,-999,-999,40752,101.68961,3.144215,1996,Malaysia,Asia
polygon,2,1013696,3402,1013505,-999,1013505,110.374143,-7.802933,1996,Indonesia,Asia
polygon,1,153,2554,-999,-999,40788,100.401055,5.365574,1996,Malaysia,Asia
polygon,1,194,47086,-999,-999,27277,-56.948957,-25.195243,1996,Paraguay,Americas
polygon,2,153,3392,37366,-999,115087,101.68961,3.144215,1996,Malaysia,Asia
polygon,0,39,-999,-999,-999,3163,-64.633463,18.441948,1996,British Virgin Islands,Americas
polygon,1,39,40278,-999,-999,72135,-64.617357,18.43507,1996,British Virgin Islands,Americas
polygon,2,246,61319,27418,-999,105139,-61.445914,10.687057,1996,Trinidad and Tobago,Americas
polygon,2,23,40211,5780,-999,83501,90.449892,24.11121,1996,Bangladesh,Asia
polygon,1,1011447,1217,-999,-999,1006163,106.694737,10.744253,1996,Viet Nam,Asia
polygon,2,115,566,17923,-999,95644,80.897004,26.846697,1996,India,Asia
polygon,1,39,1061,-999,-999,72133,-64.745162,18.45304,1996,British Virgin Islands,Americas
polygon,2,212,61183,25301,-999,103022,-172.213814,-13.705996,1996,Samoa,Oceania
polygon,2,200,1351,40093,-999,117814,-66.057474,18.391046,1997,Puerto Rico,Americas
polygon,2,57,1726,13827,-999,91548,-75.432827,8.785249,1997,Colombia,Americas
polygon,2,57,1726,13811,-999,91532,-75.82182,8.882077,1997,Colombia,Americas
polygon,2,200,409,40084,-999,117805,-66.856436,18.083448,1997,Puerto Rico,Americas
polygon,2,200,409,40081,-999,117802,-66.719361,18.062428,1997,Puerto Rico,Americas
polygon,2,200,409,40079,-999,117800,-67.037986,18.015551,1997,Puerto Rico,Americas
polygon,2,200,409,40077,-999,117798,-66.789596,18.044097,1997,Puerto Rico,Americas
polygon,2,200,409,40075,-999,117796,-67.151753,18.044262,1997,Puerto Rico,Americas
polygon,2,200,2275,40038,-999,117759,-66.393829,18.432889,1997,Puerto Rico,Americas
polygon,2,200,2275,40037,-999,117758,-66.333304,18.413551,1997,Puerto Rico,Americas
polygon,2,200,2275,40035,-999,117756,-66.416871,18.321253,1997,Puerto Rico,Americas
polygon,2,200,2275,40034,-999,117755,-66.485768,18.425424,1997,Puerto Rico,Americas
polygon,2,200,2275,40033,-999,117754,-66.556459,18.377971,1997,Puerto Rico,Americas
polygon,2,200,2275,40032,-999,117753,-66.274861,18.44035,1997,Puerto Rico,Americas
polygon,2,200,2275,40031,-999,117752,-66.513054,18.292945,1997,Puerto Rico,Americas
polygon,2,200,2275,40029,-999,117750,-66.670723,18.411569,1997,Puerto Rico,Americas
polygon,2,200,1006374,40091,-999,117812,-66.38823,17.997114,1997,Puerto Rico,Americas
polygon,2,200,1006374,40088,-999,117809,-66.492629,18.053371,1997,Puerto Rico,Americas
polygon,2,200,1006374,40087,-999,117808,-66.585801,18.215254,1997,Puerto Rico,Americas
polygon,2,200,1006374,40086,-999,117807,-66.358142,18.101407,1997,Puerto Rico,Americas
polygon,2,200,1006374,40085,-999,117806,-66.751431,18.183636,1997,Puerto Rico,Americas
polygon,2,200,48367,40027,-999,117748,-67.227739,18.339409,1997,Puerto Rico,Americas
polygon,2,200,48367,40026,-999,117747,-66.921196,18.443024,1997,Puerto Rico,Americas
polygon,2,200,48367,40024,-999,117745,-66.939059,18.175056,1997,Puerto Rico,Americas
polygon,2,200,48367,40023,-999,117744,-66.980082,18.240163,1997,Puerto Rico,Americas
polygon,2,200,48367,40022,-999,117743,-66.863599,18.272637,1997,Puerto Rico,Americas
polygon,2,200,48367,40021,-999,117742,-67.000679,18.453575,1997,Puerto Rico,Americas
polygon,2,200,48367,40020,-999,117741,-66.792047,18.415069,1997,Puerto Rico,Americas
polygon,2,200,48367,40019,-999,117740,-66.855775,18.422852,1997,Puerto Rico,Americas
polygon,2,200,48367,40017,-999,117738,-67.117096,18.463603,1997,Puerto Rico,Americas
polygon,2,200,48367,40016,-999,117737,-67.171042,18.364587,1997,Puerto Rico,Americas
polygon,2,153,1399,37467,-999,115188,103.028794,5.363993,1997,Malaysia,Asia
polygon,2,1011447,2224,1001149,-999,1001149,106.856849,10.947436,1997,Viet Nam,Asia
polygon,2,263,888,32106,-999,109827,-62.540191,10.617579,1997,Venezuela,Americas
polygon,2,200,1253,40047,-999,117768,-66.207984,18.436896,1997,Puerto Rico,Americas
polygon,2,200,1253,40046,-999,117767,-66.242973,18.36703,1997,Puerto Rico,Americas
polygon,2,200,1253,40044,-999,117765,-66.111168,18.348621,1997,Puerto Rico,Americas
polygon,2,200,1253,40042,-999,117763,-66.139759,18.442284,1997,Puerto Rico,Americas
polygon,2,200,1253,40041,-999,117762,-65.952926,18.378837,1997,Puerto Rico,Americas
polygon,2,200,1253,40039,-999,117760,-66.164956,18.354151,1997,Puerto Rico,Americas
polygon,1,263,41753,-999,-999,35327,-61.330864,8.752063,1997,Venezuela,Americas
polygon,0,83,-999,-999,-999,3207,177.893439,-17.689834,1997,Fiji,Oceania
polygon,2,37,3019,11537,-999,89258,-49.358215,-20.796786,1997,Brazil,Americas
polygon,2,153,3423,37449,-999,115170,111.867188,2.411136,1997,Malaysia,Asia
polygon,2,153,3423,37443,-999,115164,113.832359,3.878373,1997,Malaysia,Asia
polygon,2,240,1761,26427,-999,104148,100.543448,13.752286,1997,Thailand,Asia
polygon,2,240,1761,26423,-999,104144,100.504418,13.748735,1997,Thailand,Asia
polygon,2,240,1761,26401,-999,104122,100.634439,13.76627,1997,Thailand,Asia
polygon,2,61,983,14515,-999,92236,-83.160669,9.769723,1997,Costa Rica,Americas
polygon,0,200,-999,-999,-999,3324,-66.463766,18.225313,1997,Puerto Rico,Americas
polygon,2,1006344,1043,1009278,-999,1009278,-104.274006,19.149218,1997,Mexico,Americas
polygon,2,200,834,40060,-999,117781,-66.255741,18.01392,1997,Puerto Rico,Americas
polygon,2,200,834,40059,-999,117780,-66.00913,18.033589,1997,Puerto Rico,Americas
polygon,2,200,834,40058,-999,117779,-65.920012,18.021299,1997,Puerto Rico,Americas
polygon,2,200,834,40057,-999,117778,-66.132759,18.008232,1997,Puerto Rico,Americas
polygon,2,200,834,40056,-999,117777,-66.218919,18.228994,1997,Puerto Rico,Americas
polygon,2,200,834,40055,-999,117776,-66.158874,18.177813,1997,Puerto Rico,Americas
polygon,2,200,834,40053,-999,117774,-66.04833,18.216105,1997,Puerto Rico,Americas
polygon,2,200,834,40051,-999,117772,-66.055055,18.000366,1997,Puerto Rico,Americas
polygon,2,200,834,40049,-999,117770,-66.124017,18.256114,1997,Puerto Rico,Americas
polygon,2,263,2200,31892,-999,109613,-67.687016,10.413985,1997,Venezuela,Americas
polygon,2,263,2200,31891,-999,109612,-67.513616,10.173194,1997,Venezuela,Americas
polygon,1,1013696,2183,-999,-999,1016994,101.801216,0.5065,1997,Indonesia,Asia
polygon,2,37,995,9621,-999,87342,-34.930427,-8.044209,1997,Brazil,Americas
polygon,2,240,2863,26535,-999,104256,101.001792,13.343539,1997,Thailand,Asia
polygon,2,17,3270,5245,-999,82966,142.283636,-10.601234,1997,Australia,Oceania
polygon,2,111,3011,17301,-999,95022,-87.259591,14.169032,1997,Honduras,Americas
polygon,0,246,-999,-999,-999,3370,-61.256756,10.469105,1997,Trinidad and Tobago,Americas
polygon,2,63,2741,14784,-999,92505,-76.232365,20.330245,1997,Cuba,Americas
polygon,2,37,718,9183,-999,86904,-49.289051,-25.475965,1997,Brazil,Americas
polygon,1,1011440,1013670,-999,-999,1013670,96.163321,16.959235,1997,Myanmar,Asia
polygon,2,37,2230,7936,-999,85657,-43.959732,-19.902397,1997,Brazil,Americas
polygon,0,87,-999,-999,-999,3211,-145.471768,-15.475612,1997,French Polynesia,Oceania
polygon,2,240,2386,26865,-999,104586,101.095623,15.643645,1997,Thailand,Asia
polygon,2,240,2386,26858,-999,104579,101.262581,16.97064,1997,Thailand,Asia
polygon,2,240,2386,26857,-999,104578,100.996488,16.660167,1997,Thailand,Asia
polygon,2,240,2386,26856,-999,104577,100.832883,16.11589,1997,Thailand,Asia
polygon,2,240,2386,26855,-999,104576,100.990894,15.81846,1997,Thailand,Asia
polygon,2,83,64835,40201,-999,117922,-179.904978,-16.800942,1997,Fiji,Oceania
polygon,0,212,-999,-999,-999,3336,-172.213814,-13.705996,1997,Samoa,Oceania
polygon,2,1013696,1482,1013471,-999,1013471,108.54903,-6.753374,1997,Indonesia,Asia
polygon,2,1013696,1482,1013460,-999,1013460,107.635025,-6.924379,1997,Indonesia,Asia
polygon,2,200,3142,40073,-999,117794,-65.974439,18.152409,1997,Puerto Rico,Americas
polygon,2,200,3142,40072,-999,117793,-65.810829,18.351329,1997,Puerto Rico,Americas
polygon,2,200,3142,40071,-999,117792,-65.750696,18.234655,1997,Puerto Rico,Americas
polygon,2,200,3142,40070,-999,117791,-65.721787,18.347873,1997,Puerto Rico,Americas
polygon,2,200,3142,40069,-999,117790,-65.894284,18.430215,1997,Puerto Rico,Americas
polygon,2,200,3142,40067,-999,117788,-65.906721,18.228494,1997,Puerto Rico,Americas
polygon,2,200,3142,40065,-999,117786,-65.976963,18.27118,1997,Puerto Rico,Americas
polygon,2,200,3142,40064,-999,117785,-65.667974,18.322357,1997,Puerto Rico,Americas
polygon,2,200,3142,40063,-999,117784,-65.288243,18.321422,1997,Puerto Rico,Americas
polygon,1,263,2603,-999,-999,35417,-66.364645,10.249965,1997,Venezuela,Americas
polygon,1,240,3070,-999,-999,29953,99.536162,16.328773,1997,Thailand,Asia
polygon,1,100,522,-999,-999,20122,-61.600504,16.27991,1997,Guadeloupe,Americas
polygon,1,115,2278,-999,-999,21019,77.108979,28.646519,1997,India,Asia
polygon,2,196,1287,24210,-999,101931,121.036474,14.599243,1997,Philippines,Asia
polygon,1,263,2314,-999,-999,35539,-68.700825,10.314585,1997,Venezuela,Americas
polygon,2,53,72912,13028,-999,90749,113.524613,23.377432,1997,China,Asia
